,Unnamed: 0,Name,Link,Organization,Toll Free Number,Phone Number,Emails,Level of Study,Award Type,Purpose,Focus,Qualifications,Funds,Duration,Number of Awards,To Apply,Deadline,Contact,For more information,Criteria
1402,1402, AIST William E. Schwabe Memorial Scholarship,http://www.aist.org, Association for Iron and Steel Technology 186 Thorn Hill Rd. Warrendale PA 15086-7528,, (724)814-3000, memberservices@aist.org, Bachelor's Degree, Scholarship, To support students who are pursuing education in iron- and steel-related industries., Engineering; Metallurgy., Applicant must be a student in the following engineering/engineering technology majors: metallurgy materials science electrical mechanical chemical industrial environmental computer science and safety; must be a university freshmen sophomore or junior or a senior planning to attend graduate school; must be enrolled full-time in a four-year undergraduate or graduate program at an accredited North American university; should have a minimum cumulative GPA of 2.5 on a 4.0 scale; must be a citizen of a NAFTA country (USA Canada Mexico)., $3000, Annual., 1., Applicants must submit following documents along with application form: a resume; three letters of recommendation which address the applicant's character academic status leadership potential and career commitment from a college academic advisor professor and previous employer; transcripts; and an essay (maximum of 2 pages) about the applicant's professional goals interest in a career in the iron and steel industry and how the applicant's skills could be applied to enhance the industry.,, E-mail: lwharrey@aist.org; URL: www.aist.org/students-faculty/scholarships/steel-internships-and -scholarships/aist-foundation-named-scholarships/., http://www.aist.org, Recipients are selected based on the application materials submitted.
1403,1403, Al & Willamary Viste Scholarship,http://screamingeagle.org, 101st Airborne Division Association 32 Screaming Eagle Blvd. Fort Campbell KY 42223,, (931)431-0199, membershipadmin@screamingeagle.org, Bachelor's Degree Graduate Degree, Scholarship, To provide financial assistance to students who have the potential to become assets to the nation., General studies/Field of study not specified; Medical research; Physical sciences; Science., Must maintain a 3.75 GPA or better be either an upper classman (3rd or 4th year) or graduate student in a medical or science field; applicant's parents grandparents husband or wife is (or if deceased was) a regular or life member (not an associate member) of the 101st Airborne Division Association; shall not be attending nor accepted as a student to the United States Military Academy the Naval Academy the Air Force Academy or the USCG Academy.,, Annual.,, Application form and details are available online. Transcript required.,, URL: www.screamingeaglefoundation.org/scholarship-applicatio n-and-donations; Mail: Screaming Eagle Foundation PO Box 929 Fort Campbell KY 42223-0929., http://screamingeagle.org, Preference will be given (but not limited to) applicants obtaining a degree in one of the physical sciences medical or scientific research fields.
1404,1404, Alaska Airlines Pilot Scholarship,http://obap.org, Organization of Black Aerospace Professionals 1 Westbrook Corporate Ctr. Ste. 300 Westchester IL 60154-5709, 800-538-6227,, nationaloffice@obap.org, Associate Degree Bachelor's Degree Graduate Degree High School Professional Development Vocational, Scholarship, To promote education in the aviation industry., Aviation., Applicant must be an OBAP member pursuing a career in the aviation industry., $2500, Annual., 1 in 2019.," Applicant must provide evidence of participation in at least one OBAP event; a copy of Private Pilot's license; a resume; two letters of recommendations (one must be from an OBAP member); a copy of medical permit; (two-page) autobiography with recent photo; and an essay on """"What is/has been your greatest life challenge and how has it enriched you or someone else's life?"""".""",, E-mail: obapscholarships@obap.org., http://obap.org, Selection is based on achievements; attitude to others; commitment to success; financial need and responsibility.
1405,1405, All-American Vector Marketing Scholarship Program,http://www.vectorscholarships.com, Vector Marketing Corp. 1116 East State St. Olean NY 14760,, (716)373-6141, vectorpr@cutco.com, Bachelor's Degree, Scholarship, To support the education of students who are also top sales performers., Marketing and distribution., Applicants must be full-time undergraduate students at an accredited college or university., $50000, Annual., Varies., Applicants must submit an online application form.,,, http://www.vectorscholarships.com, Selection will be based on the committee's criteria.
1406,1406, Alliance Defending Freedom - Blackstone Legal Fellowships,http://adflegal.org, Alliance Defending Freedom 15100 N 90th St. Scottsdale AZ 85260, 800-835-5233, (480)444-0020, info@adflegal.org, Bachelor's Degree, Fellowship, To prepare Christian law students for careers marked by integrity excellence and leadership., Law., Applicants must be a law students who are committed to their faith and are dedicated to impacting the law-profession culture.,, Annual; Nine weeks.,, Applicants must complete the application online.,,, http://adflegal.org, Criteria for selection include: strong academic performance; leadership skills both exhibited and potential; maturity of faith and character; and commitment to legal and cultural engagement.
1407,1407, ALOA Scholarship Foundation,http://www.aloa.org, ALOA Security Professionals Association Inc. 1408 N Riverfront Blvd. Ste. 303 Dallas TX 75207, 800-532-2562, (214)819-9733, education@aloa.org, Associate Degree Bachelor's Degree Graduate Degree High School Professional Development Vocational, Scholarship, To support the education of students entering the locksmithing field or already in the locksmithing field., Education Vocational-technical., Applicants must be individuals desirous of entering the locksmithing field or individuals already in the field of locksmithing who wish to improve their professional skills through education.,, Annual.,, Application form is available online. Applications for ALOA or SAFETECH conventions must be sub- mitted at least 75 days prior to the first day of the event; scholarships for other educational events must be submitted at least 40 days prior to the event being requested.,, URL: www.aloa.org/asf/asf.html., http://www.aloa.org, Selection will be based on their financial needs character aptitude for the skills necessary in locksmithing desire for a career in locksmithing availability to attend the event for which award is given demonstrated commitment to the locksmith industry letters of recommendation from locksmith industry reference and previous scholarship awards.
1408,1408, Alpha Delta Gamma Educational Foundation Scholarship,http://www.alphadeltagamma.org, Alpha Delta Gamma National Fraternity 609 Wilderness Rd. Louisville KY 40214,,,, Bachelor's Degree Graduate Degree, Scholarship, To support and promote educational opportunities for the members of Alpha Delta Gamma National Fraternity., General studies/Field of study not specified., Applicants must be members of Alpha Delta Gamma National Fraternity., $4000, Annual., 1., Application and details are available online at www.adgfoundation.org/scholarship-application/.,,, http://www.alphadeltagamma.org, Selection shall be based on the aforementioned applicants' qualifications and compliance with the application details.
1409,1409, Alumni Endowed Scholarship,http://alumniweb.csusm.edu/s/1932/bp20/home.aspx?gid=2&pgid=61, California State University San Marcos Alumni Association 333 S Twin Oaks Valley Rd. San Marcos CA 92096,, (760)750-4406, alumni@csusm.edu, Bachelor's Degree, Scholarship, To support fellow and future alumni in furthering their education., General studies/Field of study not specified., Applicants must be alumni returning to school or current undergraduates.,, Annual., 5.,,,, http://alumniweb.csusm.edu/s/1932/bp20/home.aspx?gid=2&pgid=61,
1410,1410, AMAC Foundation Scholarships,http://www.amac-org.com, Airport Minority Advisory Council Educational and Scholarship Program 45 L Street SW Washington DC 20024,, (703)414-2622, info@amac-org.com, Bachelor's Degree, Scholarship, To provide financial assistance for education and outreach to full-time college students interested in pursuing aviation careers., Aviation., Applicant must be a U.S. citizen; must be admitted by an accredited school or university for the current school term; have a minimum GPA of 2.5; demonstrate involvement in community activities extracurricular activities interest and desire to pursue a career in the aviation/airport industry; and must be seeking a degree in aviation business administration accounting architecture engineering or finance., $2000,, 3.," Applicant must complete a current Scholarship Application; enclose transcripts to show proof of 2.5 GPA; a one-page essay (750 words or less) on overcoming barriers towards career goals; dedication to succeed in aviation and how AMAC can help; overcoming issues in the aviation industry; and two letters of recommendation from persons who are not relatives that can comment on the academic and career goals of applicant. Must also submit one 5"""" x 7"""" (400x600 pixels) digital color photograph and a two-paragraph biography summarizing employment volunteer work awards and academic accomplishments.""",, Phone: 703-414-2622; Email: delianny.almonte@amac-org.com., http://www.amac-org.com, Recipient will be selected by the AMACESP Scholarship Selection Committees based on a set of criteria.
1411,1411, Amelia Zollner IPPR/UCL Internship Award,http://www.ippr.org, Institute for Public Policy Research 14 Buckingham St. Gnd Fl. London WC2N 6DF United Kingdom,, 44 20 74706100, info@ippr.org, Bachelor's Degree,, To give assistance to UCL students and recent UCL graduates as a stepping stone to working in policy or politics., Education., Applicants must be UCL students or recent UCL graduates.,, Annual.,, Applicants may contact IPPR for the application process and other information.,,, http://www.ippr.org, Selection will be based on the committees' criteria.
1412,1412, American Bus Association Academic Merit Scholarships,http://www.buses.org, American Bus Association 111 K St. NE 9th Fl. Washington DC 20002, 800-283-2877, (202)842-1645, abainfo@buses.org, Bachelor's Degree Graduate Degree, Scholarship, To financially assist deserving students who have a potential to be future leaders in the transportation travel and tourism industry., Transportation; Travel and tourism., Applicants must be a freshman sophomore junior senior or graduate student at an accredited University; must have a declared major or course of study relevant to the transportation travel and tourism industry. Transportation travel and tourism encompass a varying range of professions from accounting to hospitality management and everything in between. And must maintain a minimum GPA of a 3.4 on a 4.0 scale., $5000, Annual., 2., Applicant must submit an online application form.,, E-mail: contactus@applyists.com; Phone: 855-670-4787., http://www.buses.org, Select winners based on their academic merit extracurricular activities and anticipated financial need.
1413,1413, American Council of Independent Laboratories Academic Scholarships,http://www.acil.org, American Council of Independent Laboratories 1300 I St. NW Ste. 400E Washington DC 20005,, (202)887-5872, info@acil.org, Bachelor's Degree, Prize Scholarship, To provide financial assistance for helping to ensure future generations of skilled employees for the laboratory testing community., Engineering Civil; Physical sciences; Science., Applicants must be students attending their junior year or higher in a four-year bachelor degree major in any of the physical sciences practiced by ACIL members physics chemistry engineering geology biology or environmental science in granting institution or graduate program within the United States., $4000, Annual., 3 in 2017., Applicants must submit a completed application form a brief resume or personal statement outlining the activities in college including field of study and future plans; two letters of recommendation from faculty members of the university currently attending; transcript of grades; and information on any other scholarship or grant aid now being received.,,, http://www.acil.org, Recipient will be selected based on academic achievement career goals leadership and financial need.
1414,1414, American Darts Organization Memorial Youth National Scholarship,http://www.adodarts.com, American Darts Organization PO Box 182 Loveland OH 45140-0182,, (618)207-0788,, Bachelor's Degree, Scholarship, To provide financial aid for college education of young Dart players throughout the United States., General studies/Field of study not specified., Applicants must be U.S. citizens or must have been domiciled in the United States for a period of two years and one day; must be members in good standing of the American Darts Organization; must be Regional/National winners in the ADO Youth Playoff Program; must be under twenty-one (21) years of age as of December 1st of the year in which they plans to attend college; must select a program or major that leads to the earning of a degree i.e. Associate in Applied Science Bachelor of Science etc. and must maintain a grade point average of 2.0 on a scale of 4.0.,,, Varies., Interested applicants may contact the Organization for the application process and other information.,, URL: www.adoyouthdarts.com/2018/04/18/ado-memorial-youth-nat ional-scholarship-fund/., http://www.adodarts.com,
1415,1415, American Dental Association Dental Assisting Scholarship Program,http://www.ada.org, American Dental Association 211 E Chicago Ave. Chicago IL 60611-2678, 800-947-4746, (312)440-2500,, Bachelor's Degree, Scholarship, To provide financial assistance for furthering education of students in pursuing the field of dentistry., Dentistry., Applicants must be U.S. citizens; must be entering students at the time of application and enrolled in a dental assisting program accredited by the Commission on Dental Accreditation of the American Dental Association; enrolled as full-time students with minimum of 12 credit hours; demonstrate a minimum financial need of $1000; have minimum accumulative grade point average of 3.5 based on a 4.0 scale; and two reference forms: one from a dentist or dental assisting representative and/or one from a school representative which must be submitted as part of the application form., $1000, One year.,, Applicants must submit an application form that is typed or printed in black ink completed and signed by school officials; completed application form including the Academic Achievement Record Form and Financial Needs Assessment Form signed by school official; a copy of the school's letter of acceptance for those incoming first-year students; two completed reference forms sealed and signed on the back flap of the envelope by the referrers (required forms must be used which are a part of the scholarship application form); typed biographical sketch questionnaire (required form must be used which is a part of the scholarship application form); a self-addressed stamped postcard which can be mailed upon receipt of the application (if the applicants wishes to have verification that the application was received).,,, http://www.ada.org, Applicants will be evaluated based on demonstrated financial need; academic achievement; biographical sketch questionnaire; and two completed reference forms.
1416,1416, American Dental Association Dental Hygiene Scholarship Program,http://www.ada.org, American Dental Association 211 E Chicago Ave. Chicago IL 60611-2678, 800-947-4746, (312)440-2500,, Bachelor's Degree, Scholarship, To help students in dental assisting dental hygiene and dental laboratory technology students defray a part of their professional education expenses., Dentistry., Applicants must be U.S. citizens; entering second year students at the time of application and currently attending or enrolled at a dental school accredited by the Commission on Dental Accreditation of the American Dental Association; enrolled as full-time students with a minimum of 12 credit hours; must demonstrate a financial need of $1000; have a minimum accumulative grade point average of 3.5 based on a 4.0 scale; and two reference forms from two dental school representatives., $1000, Annual.,, Applicant must submit an application form that is typed or printed in black ink completed and signed by school officials; completed application form including the Academic Achievement Record Form and Financial Needs Assessment Form signed by school official; a copy of the school's letter of acceptance for those incoming first-year students; two completed reference forms sealed and signed on the back flap of the envelope by the referrers (required forms must be used which are a part of the scholarship application form); typed biographical sketch questionnaire (required form must be used which is a part of the scholarship application form); a self-addressed stamped postcard which can be mailed upon receipt of the application (if the applicant wishes to have verification that the application was received).,,, http://www.ada.org, Applicants will be evaluated based on their demonstrated financial need; academic achievement; biographical sketch questionnaire; and two completed reference forms.
1417,1417, American Dental Association Minority Dental Student Scholarships,http://www.ada.org, American Dental Association 211 E Chicago Ave. Chicago IL 60611-2678, 800-947-4746, (312)440-2500,, Bachelor's Degree, Scholarship, To help pre-doctoral dental students defray a part of their professional education expenses., Dentistry., Applicants must be U.S. citizens; entering second year students at the time of application and currently attending or enrolled at a dental school accredited by the Commission on Dental Accreditation of the American Dental Association; enrolled as full-time students a minimum of 12 credit hours; demonstrate a minimum financial need of $2500; have a minimum accumulative grade point average of 3.0 based on a 4.0 scale; and two reference forms from two dental school representatives (i.e. professor or academic advisor) in support of the application must be submitted as part of the application form., $2500, One year., Varies., Applicants must submit an application form that is typed or printed in black ink completed and signed by school officials; completed application form including the Academic Achievement Record Form and Financial Needs Assessment Form which are a part of the application form and signed by school official; a copy of the school's letter of acceptance if entering first-year students; two completed reference forms sealed and signed on the back flap of the envelopes by the referrers (required forms must be used which are a part of the scholarship application form); typed biographical sketch questionnaire (required form must be used which is a part of the scholarship application form); a self-addressed stamped postcard which can be mailed upon receipt of the application (if the applicants wishes to have verification that the application was received).,,, http://www.ada.org, Applicants will be evaluated based on their demonstrated financial need academic achievement biographical sketch questionnaire and two completed reference forms.
1418,1418, American Foreign Service Association Scholarship Fund Program,http://afsa.org, American Foreign Service Association 2101 E St. NW Washington DC 20037,, (202)338-4045, member@afsa.org, Bachelor's Degree, Scholarship, To provide financial assistance to students for their college education., General studies/Field of study not specified., Applicant must be a current high school senior or college freshman sophomore or junior; Be a dependent child of a Foreign Service employee who is an American Foreign Service Association (AFSA) member. The AFSA member must be or have been an employee (active duty retired deceased and/or separated) with a foreign affairs agency as defined by the Foreign Service Act of 1980 (Department of State USAID USIA BBG FCS FAS or APHIS); Have a minimum GPA of 2.75.,, Annual.,, Application pieces can be sent emailed or faxed except where noted.,, Please Email: scholar2@afsa.org., http://afsa.org, Applicants will be evaluated on the basis of academic record and financial need.
1419,1419, American Indian Education Fund Undergraduate Scholarships,http://www.nativepartnership.org/site/PageServer?pagename=aief_home, American Indian Education Fund 2401 Eglin St. Rapid City SD 57703, 800-881-8694,, info@aiefprogram.org, Bachelor's Degree, Scholarship, To provide educational opportunities for American Indian and Alaska Native students., General studies/Field of study not specified., Applicant must be Native American (must provide documentation of tribal enrollment for self or parent); must be enrolled in an accredited technical school college or university as a full-time undergraduate student.,, Annual., More than 200., Applicant must submit a completed application form along with transcripts of ACT and GPA scores and proof of tribal enrollment.,, Email: rschad@nativepartnership.org., http://www.nativepartnership.org/site/PageServer?pagename=aief_home,
1420,1420, American Institute for Economic Research Student Summer Fellowship,http://www.aier.org, American Institute for Economic Research 250 Division St. Great Barrington MA 01230-1000, 888-528-1216,, info@aier.org press@aier.org, Bachelor's Degree Graduate Degree, Fellowship, To train graduating college seniors who plan to enter doctoral programs in economics or an affiliated field and those enrolled in such programs., Economics; Political science., Applicants must be graduating college seniors planning to pursue a PhD in economics or in a related field; or current graduate students  age 21  enrolled in such program for no longer than two years.,,,, Applicants must submit a completed application form together with a resume; personal statement; one letter of recommendation from a teacher or guidance counselor.,, American Institute for Economic Research PO Box 1000 Great Barrington MA 01230-1000; Email: internships@aier.org., http://www.aier.org,
1421,1421, American Society for Microbiology Undergraduate Research Fellowship,http://www.asm.org, American Society for Microbiology 1752 N St. NW Washington DC 20036,, (202)737-3600, service@asmusa.org, Associate Degree Bachelor's Degree, Fellowship, To support undergraduate students in microbiology., Microbiology., Applicants must be ASM members who have U.S. citizenship permanent residency or DACA eligibility and are enrolled as full-time community college undergraduate or post-baccalaureate students; must be involved in a research project in the microbial sciences must have access to an ASM member at their home institution who can serve as a faculty advisor and has no other financial support for research during the fellowship.,, Annual.,, Applicant must submit a joint application with a faculty mentor and complete summer research in their mentor’s lab. Application details are available online at asm.org/Fellowships/Undergraduate-Research-Fellowship.,, Shaundra Holmes; Phone: 202-942-9282; Email: fellowships@asmusa.org., http://www.asm.org,
1422,1422, American Society of Mining and Reclamation Memorial Scholarship Award,http://www.asrs.us, American Society of Reclamation Sciences 1800 S Oak St. Ste. 100 Champaign IL 61820-6974,,,, Associate Degree Bachelor's Degree, Prize Scholarship, To support deserving students from universities colleges or community colleges having curricula in a scientific discipline directly related to and leading toward a profession in reclamation related work., Conservation of natural resources; Engineering Mining and Mineral; Environmental science; Mining., Applicants must be full-time students who have completed at least sophomore year of curriculum in a science discipline directly relating to and leading to a profession in reclamation and have an adequate grade point of average carry the curriculum-required hours and participated in other curricular activities; Previous award winners at a specific level are eligible to apply for the award at a different level as long as the applicant: I) can verify a significant change of topic (either by attending a different institution changing majors or explicitly explaining a significant change in academic interests) and ii) is not applying in the year immediately following the year in which they received an award.,, Annual., 3., Applicants must complete the application form to be found at ASMR website; must submit: a statement outlining education and career goals; three reference letters from two academic sources including one from advisor; college transcripts; and resume with list of awards honors and extracurricular activities listed.,,, http://www.asrs.us,
1423,1423, American Watercolor Society Scholarship Program for Art Teachers,http://americanwatercolorsociety.org, American Watercolor Society 47 5th Ave. New York NY 10003-4303,, (212)206-8986, info@americanwatercolorsociety.org, Bachelor's Degree Graduate Degree, Scholarship, To enhance and improve the capabilities of teachers in watercolor media., Art; Painting., Applicants must be art teachers currently working at a middle school secondary school or college level institution in the United States., $1000, Annual.,, Applicants must complete and submit the online application form at least three months in advance of the start date of the instruction; also include relevant visuals/images (max one page) evaluating workshop experience; and report on the number of students taught per year and the number of years you have been teaching art.,, AWS Scholarship Program 2811 Weathersfield Ctr. Rd. Perkinsville VT 05151., http://americanwatercolorsociety.org, Selection will be based on AWS l funding the cost of tuition and materials for attending an instruction period in watercolor painting of at least five days but not more than 6 months in duration. The tuition stipend (up to $1000) is paid directly to the sponsoring organization conducting the instruction.
1424,1424, American Welding Society Past Presidents Scholarships,http://www.aws.org/home, American Welding Society 8669 NW 36 St. No. 130 Miami FL 33166-6672, 800-443-9353, (305)443-9353, accreditation@aws.org certification@aws.org corporate@aws.org customercare@aws.org foundation@aws.org mediasales@aws.org membership@aws.org sense@aws.org standards@aws.org, Bachelor's Degree Graduate Degree, Scholarship, To provide financial assistance to individuals interested in pursuing a bachelor's degree in welding engineering welding engineering technology or an engineering program with an emphasis in welding., Welding., Applicants must be junior senior or graduate level (Masters or Ph.D.) students pursuing degree in Welding Engineering or Welding Engineering Technology., $2500, Annual., 1., Applicants must complete the application form and submit it along with one or more recommendation letters from community members local AWS officers and/or AWS district directors attesting to the applicant's leadership capability; and (300-500 word) essay on the applicant's objectives and aspirations in the field of welding.,,, http://www.aws.org/home, Recipients will be selected based on financial need.
1425,1425, Americans for Informed Democracy Global Scholar Program,http://www.ampglobalyouth.org, AMP Global Youth 1220 L St. NW Ste. 100-161 Washington DC 20005,, (202)709-6172, info@aidemocracy.org, Bachelor's Degree, Scholarship, To support and encourage students from all different fields backgrounds and interests who have a strong academic records., International affairs and relations; Leadership Institutional and community; Public affairs., Applicants must be high school students and visionary global leaders.,,,, Applicants must submit an online application form.,,, http://www.ampglobalyouth.org,
1426,1426, AMLN Scholarships for Arab American Students,http://amln.org, American MidEast Leadership Network PO Box 2156 Long Island City NY 11102,, (347)924-9674, info@amln.org, Bachelor's Degree Graduate Degree, Scholarship, To recognize individuals who wish to continue their higher education in the United States., General studies/Field of study not specified.,, $1000 $3000, Annual.,,,, Phone: 347-924-9674; Email: fernando@amln.org., http://amln.org,
1427,1427, Anaheim Police Survivors and Scholarship Fund,http://www.anaheimpa.com, Anaheim Police Association 3156 E La Palma Ave. Ste. B Anaheim CA 92806,, (714)635-0272,, Bachelor's Degree, Scholarship, To provide financial assistance to the families of Anaheim Police Officers and other public safety personnel who are killed or severely injured in the line of duty., General studies/Field of study not specified.,,,,,,,, http://www.anaheimpa.com,
1428,1428, Angus Foundation Undergraduate Scholarships,http://www.angus.org/NJAA, National Junior Angus Association 3201 Frederick Ave. Saint Joseph MO 64506,, (816)383-5100, info@njaa.info, Bachelor's Degree, Scholarship, To support young men and women who are active in the Angus breed pursuing higher education., General studies/Field of study not specified., Applicants must be National Junior Angus Association members regular or life members of American Angus Association graduating high school seniors or must be enrolled in junior college four-year college/university or other accredited institution of higher education for the fall term and must have a minimum 2.0 GPA., $1000 $5000, Annual.,, Applicants must submit an online application form along with a copy of high school transcript (for freshmen) or college/university transcript and three (3) letters of recommendation which should be mailed to the Angus Foundation postmarked by the U.S. Postal Service by May 1 of the application year.,,, http://www.angus.org/NJAA,
1429,1429, Ann Lane Mavromatis Scholarship,http://www.ahta.org, American Horticultural Therapy Association 2150 N 107th St. Ste. 205 Seattle WA 98133,, (206)209-5296, info@ahta.org, Bachelor's Degree, Scholarship, To acknowledge and support a student member of AHTA in recognition of academic achievement and promoting the growth of professionalism in the field of horticultural therapy., Horticulture., Applicant must be a student member of AHTA; must be currently enrolled in a college or university in a horticultural program., $500, Annual., 1., Applicants must complete all the required sections of the application which is available online.,, URL: www.ahta.org/annual-awards., http://www.ahta.org, Selection will be based on academic achievement.
1430,1430, Anne L. “Annie” Alexander and Blaise Robert “B,http://www.wlfoundation.org, First Community Foundation Partnership of Pennsylvania 201 West 4rh St. Williamsport PA 17701,, (570)321-1500,, Bachelor's Degree, Scholarship, To provide scholarship for graduating seniors from Mount Carmel Area High School and Montoursville Area High School., General studies/Field of study not specified.,,,, 2., Applicants should include essay; resume; letter of recommendation; transcripts; acceptance letter from institutions from which you've applied; Student Aid Report (SAR) from your FAFSA.,, Betty Gilmour Director of Grantmaking; Phone: 570-321-1500; Email:bettyg@fcfpartnership.org., http://www.wlfoundation.org,
1431,1431, Annie Wagner Memorial Scholarship Fund,http://www.cincinnatischolarshipfoundation.org, Cincinnati Scholarship Foundation 324 East 4th St. 2nd Fl. Cincinnati OH 45202,, (513)345-6701, info@cincinnatischolarshipfoundation.org, Bachelor's Degree, Scholarship, To encourage students to achieve their highest academic potential., General studies/Field of study not specified., Applicants must reside in the Greater Cincinnati area; must be a students attending Xavier University Northern Kentucky University or the College Conservatory of Music at the University of Cincinnati and majoring in a music-related field.,, Annual.,, Applicant must submit a completed scholarship application form through online; along with a transcript up to the first semester of the current academic year; resume; Student Aid Report (SAR) in its entirety; financial Aid Award Notification from the college applicant plan to attend.,, Cincinnati Scholarship Foundation 324 E 4th St. 2nd Fl. Cincinnati OH 45202; Phone: 513-345-6701; Fax: 513-345-6705; E-mail: info@cincinnatischolarshipfoundation.org., http://www.cincinnatischolarshipfoundation.org, Selection are based on need.
1432,1432, Anthony Abbene Scholarship Fund,http://www.hydroassoc.org, Hydrocephalus Association 4340 East-West Hwy. Ste. 905 Bethesda MD 20814-4447, 888-598-3789, (301)202-3811, info@hydroassoc.org, Bachelor's Degree, Scholarship, To provide financial assistance to capable and promising young adults who live with the ongoing challenges and complexities of hydrocephalus., General studies/Field of study not specified., Applicant must be a student with hydrocephalus pursuing higher education educational costs of a student with hydrocephalus., $1000, Annual., 1., Contact sponsoring organization for application and details.,, E-mail: scholarship@hydroassoc.org., http://www.hydroassoc.org,
1433,1433, AORN Academic Scholarships,http://www.aorn.org, Association of PeriOperative Registered Nurses 2170 S Parker Rd. Ste. 400 Denver CO 80231, 800-755-2676, (303)755-6300, custsvc@aorn.org, Bachelor's Degree Graduate Degree, Scholarship, To support students who are pursuing a career in perioperative nursing; and to support registered nurses who are continuing their education in perioperative nursing by pursuing a bachelor's master's or doctoral degree., Nursing., Applicants must be students who pursuing a bachelor's master's or doctoral degree in nursing at an accredited program leading to initial licensure as an RN; must have a cumulative G.P.A. of 3.0 or higher; must possess an interest in the field of perioperative/surgical nursing.,, Annual., 1., Application must submit via online.,, E-mail: foundation@aorn.org; URL: www.aorn.org/aorn-foundation/foundation-scholarships., http://www.aorn.org, Selection will be based on the committee criteria.
1434,1434, APTA Minority Scholarship Award for Student Physical Therapists,http://www.apta.org, American Physical Therapy Association 3030 Potomac Ave. Ste. 100 Alexandria VA 22305-3085, 800-999-2782, (703)684-2782, inforesources@apta.org memberservices@apta.org, Bachelor's Degree, Prize Scholarship, To acknowledge and reward demonstrated participation in minority affairs activities and services the potential for superior achievements in the profession of physical therapy appropriate display of professionalism as a future physical therapist., Physical therapy., Applicant must be minority physical therapist students in their last year of their degree., $5000, Annual.,, Application and guidelines are available online at www.apta.org/apta-and-you/honors-awards/minority-scholarship-award.,, Email: honorsandawards@apta.org., http://www.apta.org, Selection is based on demonstrated evidence of contributions in the area of minority affairs and services with an emphasis on contributions made while enrolled in the physical therapy education program; potential to contribute to the profession of physical therapy; and scholastic achievement.
1435,1435, Ardis Kipp Cohoon Scholarship,http://hussman.unc.edu, UNC Hussman School of Journalism and Media PO Box 3365 Chapel Hill NC 27599,, (919)962-1204, hussman@unc.edu, Bachelor's Degree, Scholarship, To support and encourage a student in the School of Media and Journalism., Communications; Journalism., Applicant must be student in the School of Media and Journalism.,, Annual., 1 in 2019., Applicants must submit a completed general application form available at the website.,,, http://hussman.unc.edu, Recipients will be selected based on their academic interests geographic location financial need and programs of study.
1436,1436, Art and Dannie Weber Scholarship,http://www.wsfoundation.org, Winston-Salem Foundation 751 W Fourth St. Ste. 200 Winston Salem NC 27101-2702,, (336)725-2382, info@wsfoundation.org, Bachelor's Degree, Scholarship, To provide financial support to graduating high school seniors who attend a Forsyth County high school and reside in the Foundation's service area., Education.,, $750, Annual.,, Applicants must complete online application form providing high school grade transcript through at least the first semester of the 12th grade; one recommendation as described in the online Student Aid Application; signed copy of parents' federal tax return.,, Winston-Salem Foundation's Student Aid Department; Phone: 336-714-3445; E-mail: studentaid@wsfoundation.org., http://www.wsfoundation.org, Selection will be based on the committee's criteria.
1437,1437, Art Margosian Scholarship,http://jacconline.org, Journalism Association of Community Colleges c/o CNPA Services Inc. 2701 K St. Sacramento CA 95816-5131,,, jaccpayment@gmail.com, Bachelor's Degree, Scholarship, To support the education of journalism students., Journalism., Applicants must be journalism students., $750, Annual., 2., Applicants must complete and submit the application form including all required documents.,, Scholarship Chair Erin Hiro via e-mail at ehiro@palomar.edu., http://jacconline.org, Selection will be based on the credentials of the applicants.
1438,1438, Arthur B.C. Walker II Scholarship,http://www.nsbp.org, National Society of Black Physicists 3303 Wilson Blvd. Ste. 700 Arlington VA 22201,, (703)617-4176, headquarters@nsbp.org, Bachelor's Degree, Scholarship, To support interest in physics by providing educational assistance for skilled physics majors., Physics., Applicants must be physics majors in their junior or senior year., $1000,,, Applicant must send the complete application package along with official transcripts and a stamped envelope.,,, http://www.nsbp.org,
1439,1439, Arthur M. & Berdena King Eagle Scout Scholarship,http://www.nesa.org, National Eagle Scout Association 1325 W Walnut Hill Ln. Irving TX 75015,, (972)580-2000, nesa@scouting.org, Bachelor's Degree, Scholarship, To provide financial support to Eagle Scout students who are in need., General studies/Field of study not specified., Applicants must be Eagle Scouts currently registered in Scouting and have not reached their 19th birthday., $4000 $10000,,,,,, http://www.nesa.org, Selection is based on the application.
